0,550452
0,323933
0,159248
0,554099
0,70896
0,518385
1,614243
1,616649
1,617646
1,620594
1,622325
1,623778
2,521716
2,531386
2,534002
2,602548
2,297989
2,532569
3,266898
3,577089
3,418340
3,489371
3,541471
3,230010
4,160409
4,309265
4,566574
4,94767
4,617491
4,561044
5,55372
5,568050
5,614805
5,374622
5,390355
5,600781
6,34428
6,370386
6,614925
6,248723
6,252962
6,504528
7,591369
7,28621
7,40189
7,434891
7,80657
7,532790
8,532569
8,558154
8,569179
8,574204
8,622325
8,213829
9,531386
9,532569
9,592747
9,602602
9,614925
9,622325
10,453396
10,587636
10,591461
10,596241
10,612520
10,616649
11,533053
11,2273
11,117627
11,436796
11,613923
11,359283
12,275010
12,46030
12,29235
12,498179
12,556541
12,558814
13,546992
13,567726
13,583090
13,587636
13,616649
13,617646
14,543905
14,572538
14,28590
14,268594
14,308881
14,334831
15,281112
15,309256
15,496762
15,614925
15,165824
15,367313
16,550452
16,56437
16,13379
16,39046
16,405897
16,267723
17,25205
17,103410
17,624550
17,338242
17,25311
17,47310
18,359811
18,576535
18,260310
18,49509
18,206975
18,252459
19,539904
19,548098
19,592747
19,600770
19,608376
19,622325
20,489371
20,517526
20,538823
20,540934
20,600770
20,607946
21,116469
21,33730
21,100025
21,95970
21,267723
21,449769
22,559390
22,152442
22,182003
22,225679
22,41414
22,106447
23,540166
23,389637
23,44531
23,130559
23,173049
23,48550
24,459622
24,112126
24,614925
24,489371
24,85222
24,181089
25,563692
25,582591
25,600770
25,607946
25,274703
25,362307
26,614243
26,617646
26,622325
26,55629
26,363904
26,373402
27,169081
27,386683
27,224051
27,436056
27,473055
27,26226
28,75707
28,397543
28,298685
28,75410
28,567631
28,578903
29,184754
29,556366
29,238646
29,7876
29,302000
29,569396
30,267846
30,467178
30,444949
30,489457
30,529957
30,552786
31,123929
31,98718
31,195434
31,588686
31,604347
31,17497
32,358441
32,440694
32,577474
32,266281
32,371598
32,564115
33,75943
33,355155
33,564115
33,364683
33,437608
33,603145
34,1188
34,4132
34,30125
34,36422
34,421158
34,482854
35,529098
35,559371
35,237542
35,549463
35,381626
35,407756
36,571905
36,198370
36,347177
36,27598
36,551806
36,193586
37,169627
37,130254
37,141393
37,469645
37,84209
37,280641
38,504528
38,517718
38,532569
38,614243
38,614925
38,622325
39,614925
39,34525
39,540166
39,327744
39,9986
39,536930
40,328269
40,195544
40,186013
40,213529
40,257054
40,509660
41,498148
41,113311
41,571579
41,199025
41,375693
41,591163
42,134908
42,303711
42,3669
42,458099
42,82555
42,248920
43,309068
43,328957
43,376863
43,60117
43,409361
43,581975
44,558154
44,567378
44,569179
44,574204
44,612520
44,617646
45,123929
45,238646
45,550671
45,11644
45,162437
45,392512
46,582591
46,587636
46,591461
46,569497
46,558154
46,501784
47,219277
47,616983
47,296700
47,334834
47,592491
47,174541
48,296713
48,40476
48,388306
48,342916
48,56437
48,24474
49,57535
49,61569
49,282743
49,1280
49,146805
49,361876
50,513664
50,523223
50,531386
50,548563
50,556458
50,600770
51,325936
51,205414
51,223058
51,85222
51,608376
51,428598
52,569455
52,590997
52,591590
52,600770
52,173301
52,531386
53,271264
53,379786
53,410154
53,526676
53,549256
53,590716
54,452599
54,507704
54,587214
54,357627
54,500421
54,133724
55,562028
55,600770
55,620677
55,157860
55,503115
55,554099
56,71490
56,20426
56,205182
56,402823
56,463619
56,45313
57,183450
57,300733
57,325346
57,390355
57,452599
57,176947
58,263382
58,529001
58,70289
58,600669
58,543783
58,86293
59,583090
59,587636
59,612520
59,616649
59,617646
59,620594
60,531386
60,532569
60,569179
60,592747
60,600770
60,608376
61,517526
61,531386
61,538823
61,589856
61,600770
61,545244
62,401797
62,468672
62,581975
62,182140
62,377211
62,456095
63,10278
63,181303
63,192027
63,580963
63,474062
63,500714
64,385552
64,387522
64,406596
64,418175
64,556804
64,569850
65,448342
65,454149
65,478367
65,523835
65,531386
65,591461
66,163101
66,406621
66,113875
66,536454
66,459930
66,164947
67,27027
67,65912
67,276338
67,604519
67,608647
67,620423
68,321833
68,197765
68,62164
68,124764
68,318046
68,540484
69,477870
69,493655
69,503258
69,507696
69,550452
69,578821
70,599530
70,600770
70,602548
70,315452
70,386887
70,419241
71,592747
71,598559
71,600557
71,600770
71,611203
71,614925
72,531386
72,541988
72,556458
72,578821
72,600770
72,608376
73,410509
73,487152
73,2502
73,190165
73,295106
73,316699
74,531386
74,538823
74,582591
74,591461
74,600770
74,616649
75,484497
75,528166
75,556298
75,563692
75,582591
75,607946
76,70245
76,569074
76,349976
76,489154
76,207881
76,258041
77,569179
77,574204
77,577309
77,609785
77,620594
77,622325
78,272262
78,417524
78,35680
78,38974
78,41984
78,346306
79,109862
79,550842
79,274105
79,560166
79,76796
79,592747
80,314136
80,387917
80,475228
80,108256
80,341554
80,364069
81,460065
81,166488
81,558154
81,254519
81,304287
81,528144
82,183943
82,206576
82,459410
82,498283
82,75683
82,353869
83,174088
83,454436
83,296700
83,323933
83,255253
83,550452
84,155809
84,272978
84,110195
84,515817
84,106022
84,178371
85,214449
85,144790
85,484389
85,405897
85,457354
85,382147
86,587123
86,30795
86,124005
86,562206
86,609073
86,2719
87,569772
87,411967
87,426355
87,22757
87,196457
87,108403
88,465731
88,231648
88,492044
88,224905
88,278532
88,449035
89,563692
89,582591
89,591461
