1,2255,90
2,4283,0
4,1785,60
14,3669,0
34,9418,0
34,8420,0
37,3527,96
37,7162,0
40,9101,0
43,2184,90
45,6676,90
45,323,50
45,2255,90
49,4584,70
49,4139,90
68,1315,30
68,4793,30
68,6770,50
68,160,90
69,5481,0
73,9101,0
73,7465,30
73,6508,0
79,2827,0
79,5451,0
82,7433,90
82,2495,90
86,8437,50
86,1690,50
87,1383,0
94,5117,0
100,6095,90
103,5273,90
107,9843,70
110,9101,90
118,4139,0
118,9271,50
118,3932,0
128,8163,50
131,6381,90
135,9101,90
144,6897,0
147,1136,0
151,2086,90
151,6899,80
151,5857,0
151,1208,0
151,323,0
151,7502,0
151,8732,50
162,803,0
181,4283,0
190,6539,0
190,6984,0
191,5073,90
191,3649,100
191,8732,90
192,109,70
194,2782,100
195,5227,0
201,4557,50
201,2273,70
201,6180,0
201,9958,50
201,1450,50
201,966,50
201,8438,30
201,9578,50
205,2697,0
205,2184,90
205,2156,90
206,6984,0
206,5441,70
206,599,100
213,6867,100
213,8642,90
213,5402,90
213,1450,90
213,6738,90
213,1815,90
213,4643,90
213,7746,90
213,9626,90
213,9649,90
213,4499,90
213,1372,90
217,7182,0
217,173,70
220,4653,90
223,7919,50
231,4643,90
235,3151,70
235,8343,0
240,1889,70
242,1383,0
246,5980,90
246,3810,0
246,3696,0
246,8541,0
248,1383,55
