0,550452,79.51561298823496
0,323933,89.20231901561937
0,159248,69.07806567901899
0,554099,78.50952279311502
0,70896,78.24808229533346
0,518385,59.28046055511366
1,614243,86.90079970993023
1,616649,87.24906502902479
1,617646,89.88809884143703
1,620594,83.58321346301149
1,622325,90.2864055464767
1,623778,87.01599918100108
2,521716,0
2,531386,55.377817284024985
2,534002,0
2,602548,10.420291336578487
2,297989,57.11336657338421
2,532569,44.48901842969076
3,266898,60.1074746658358
3,577089,48.692217929048624
3,418340,49.480937287856094
3,489371,80.58862931825689
3,541471,68.64859821861806
3,230010,67.39921486888252
4,160409,33.134664541911675
4,309265,53.040712984409296
4,566574,75.66292170040035
4,94767,46.82700469177775
4,617491,47.51283547363616
4,561044,54.49455593988661
5,55372,31.6626811191231
5,568050,35.770264819165305
5,614805,31.711705094248998
5,374622,39.557179459247195
5,390355,55.25753486268575
5,600781,34.226455779876474
6,34428,49.07038329595635
6,370386,51.31332609207195
6,614925,62.04108284162672
6,248723,48.96762644027366
6,252962,52.87340052864105
6,504528,64.91960642940322
7,591369,52.65204826233694
7,28621,69.81492088677874
7,40189,52.24925524717482
7,434891,50.36131619758779
7,80657,56.286079673872855
7,532790,50.62264724834914
8,532569,86.99827549673356
8,558154,98.45263784011873
8,569179,91.39170173807342
8,574204,98.69511537800514
8,622325,85.79840649046218
8,213829,90.54307520727346
9,531386,81.61229942904143
9,532569,83.7006671121243
9,592747,81.82325858470728
9,602602,71.58652953984235
9,614925,81.59996480735943
9,622325,82.52047621770943
10,453396,79.2790008519129
10,587636,81.00664860457255
10,591461,73.99066887228604
10,596241,73.19099882022253
10,612520,76.42890967602577
10,616649,79.79705182935157
11,533053,57.84459265326171
11,2273,51.7875681744882
11,117627,48.46456296647732
11,436796,47.151159269459086
11,613923,47.50537625034099
11,359283,52.129809887113524
12,275010,65.037279615231
12,46030,56.46610976964378
12,29235,56.62893192623447
12,498179,56.46053069801647
12,556541,56.43296692216995
12,558814,67.06953759059246
13,546992,84.08450124676156
13,567726,86.99982638371387
13,583090,76.39652970716011
13,587636,86.39311863749975
13,616649,85.96841782136337
13,617646,85.2448878118164
14,543905,13.799684011291918
14,572538,20.012402727463535
14,28590,61.509654204053774
14,268594,7.5135555569311485
14,308881,22.118683221692947
14,334831,0
15,281112,40.85525620418325
15,309256,49.956601433016374
15,496762,33.94416900993856
15,614925,65.84809623723238
15,165824,52.2683823420223
15,367313,47.7695365972379
16,550452,84.76691416974833
16,56437,93.31012484014482
16,13379,78.5460121346446
16,39046,72.43188213936523
16,405897,86.05373912462574
16,267723,80.55808557047752
17,25205,59.638760373364306
17,103410,54.5259340621707
17,624550,57.475603216672546
17,338242,49.01811184436879
17,25311,90.61376442023489
17,47310,55.12963165223846
18,359811,75.33514896712667
18,576535,49.63409969174397
18,260310,81.63125514410734
18,49509,50.66942294766959
18,206975,71.4323069517392
18,252459,64.47533063363065
19,539904,80.73251359502925
19,548098,78.90862341023326
19,592747,77.99623960969654
19,600770,76.41044562026853
19,608376,79.36187109396045
19,622325,78.22783208150332
20,489371,76.20189329064743
20,517526,80.41313875659193
20,538823,77.9913443463692
20,540934,74.85562680245074
20,600770,77.40483571967317
20,607946,76.14901979915678
21,116469,76.47074769953959
21,33730,68.15248876722373
21,100025,69.2976070518008
21,95970,72.02467836165442
21,267723,82.1783823905678
21,449769,69.73289637997885
22,559390,66.68601898910079
22,152442,69.35648345639271
22,182003,62.59288138303358
22,225679,57.03180754875052
22,41414,65.90517987598233
22,106447,44.44981947072076
23,540166,68.44000523329073
23,389637,77.3719402737782
23,44531,79.57349112785772
23,130559,68.16977862538344
23,173049,71.09231324581825
23,48550,69.05282635967858
24,459622,76.27281386244395
24,112126,49.056059680778276
24,614925,74.6995374889131
24,489371,70.29703603976148
24,85222,82.45380028992312
24,181089,58.39275349928362
25,563692,74.96844007050638
25,582591,73.21685889536042
25,600770,77.56592557380188
25,607946,82.0791147152104
25,274703,57.3649914136586
25,362307,55.084363951425615
26,614243,81.7347617337574
26,617646,86.07211540774377
26,622325,79.947383193554
26,55629,87.94631942484492
26,363904,59.33021623323082
26,373402,70.27468095983367
27,169081,24.905616605623226
27,386683,16.40666190613662
27,224051,81.69800197893805
27,436056,69.45529637166422
27,473055,58.985396749920966
27,26226,77.7690023646233
28,75707,49.34721055506701
28,397543,78.07654549569948
28,298685,55.11890259283926
28,75410,52.93298501798705
28,567631,50.66120776729859
28,578903,53.71662442851943
29,184754,49.052349445545964
29,556366,61.60675683945347
29,238646,56.89070068539081
29,7876,48.52726968169307
29,302000,52.47305172269532
29,569396,45.587340763297576
30,267846,86.68440231353851
30,467178,80.04749611428315
30,444949,65.9349912259688
30,489457,61.547810608676144
30,529957,65.3371178702351
30,552786,66.4003309125493
31,123929,84.68771414331732
31,98718,74.0825076035958
31,195434,72.87320749099636
31,588686,76.28955983603245
31,604347,76.50882922428328
31,17497,77.81894755871865
32,358441,50.06174880888833
32,440694,49.51545475029487
32,577474,44.137519019052114
32,266281,56.136728385484844
32,371598,53.36898208307468
32,564115,48.790434027332076
33,75943,78.0096659769406
33,355155,78.0065991819491
33,564115,78.49658896083017
33,364683,74.83752138610818
33,437608,72.0401207202062
33,603145,72.97098578710593
34,1188,0
34,4132,16.37417784183763
34,30125,7.798362894203699
34,36422,3.6975815588964913
34,421158,17.928923700957384
34,482854,0
35,529098,72.00867636162407
35,559371,75.22285508049931
35,237542,79.0929356999398
35,549463,72.72047678034775
35,381626,78.42213656796888
35,407756,79.43396641774835
36,571905,59.71025505020553
36,198370,55.68741424809121
36,347177,50.54720413671814
36,27598,49.750676748905136
36,551806,57.33429612770608
36,193586,46.31593680790271
37,169627,39.933591332026175
37,130254,68.41311031070329
37,141393,84.78958597190532
37,469645,69.36839281462193
37,84209,28.87733677629533
37,280641,43.21888903861158
38,504528,82.09562747022974
38,517718,78.58869466299886
38,532569,81.44235276035273
38,614243,77.48943157931517
38,614925,80.20937963022102
38,622325,82.76842107312804
39,614925,63.34084600840432
39,34525,61.22197491311735
39,540166,45.82972314313078
39,327744,49.36613711611916
39,9986,42.31255730441407
39,536930,47.951876067852105
40,328269,35.74820541508372
40,195544,42.10275568004561
40,186013,51.21240733236712
40,213529,48.778131614231356
40,257054,53.029256927463244
40,509660,41.839223449742576
41,498148,47.012927215083465
41,113311,42.60652769261362
41,571579,41.147934620937804
41,199025,49.394258700137094
41,375693,68.94295055618429
41,591163,50.38736947748394
42,134908,72.01418844244768
42,303711,70.97686202980944
42,3669,65.96176044012635
42,458099,85.84725433414269
42,82555,89.07687883850821
42,248920,85.23136096737446
43,309068,83.01829025159043
43,328957,51.30438887060115
43,376863,51.96078440841903
43,60117,91.8298218161026
43,409361,62.62339662239491
43,581975,79.29407860835292
44,558154,80.41071307000647
44,567378,83.81295531314817
44,569179,81.42484845678436
44,574204,80.38970769894149
44,612520,83.1657316141744
44,617646,82.31089486291043
45,123929,67.80946122834398
45,238646,62.281071282084596
45,550671,57.43410045458909
45,11644,79.51445054546183
45,162437,75.91379511138263
45,392512,85.49371732871586
46,582591,80.45492241677056
46,587636,86.34254927828235
46,591461,79.59911858717992
46,569497,61.13109015982844
46,558154,76.41768303655397
46,501784,67.59951858869374
47,219277,55.9663317327906
47,616983,44.75613317781995
47,296700,55.6024178278912
47,334834,43.89052683260387
47,592491,58.68471983922012
47,174541,52.768641004597356
48,296713,47.717872146021655
48,40476,66.75813298780531
48,388306,50.82670408755513
48,342916,50.96230250229977
48,56437,72.6665516398195
48,24474,34.48852472814704
49,57535,79.94064743607377
49,61569,79.29108825704157
49,282743,84.66240376508819
49,1280,79.36065774626701
49,146805,75.7392918624982
49,361876,81.03602671401322
50,513664,73.93567614411326
50,523223,70.41774475910964
50,531386,79.57242955604657
50,548563,75.01485562130024
50,556458,79.28319021121875
50,600770,77.91378663033746
51,325936,73.44826776368168
51,205414,79.79003143157266
51,223058,60.14541181234609
51,85222,81.48610795140377
51,608376,86.17807574528405
51,428598,78.82174512580126
52,569455,85.85823403866631
52,590997,79.18816476517145
52,591590,85.41774176385853
52,600770,82.56102595270109
52,173301,79.35672081723534
52,531386,81.06083926951533
53,271264,16.523780190384425
53,379786,4.158906243757389
53,410154,12.79989582314349
53,526676,3.547528450149869
53,549256,0
53,590716,19.850544932934113
54,452599,59.972660318180566
54,507704,46.39481176508393
54,587214,57.07974073997412
54,357627,55.73818539832435
54,500421,46.785838661830724
