0,9101,90
1,1996,90
2,5237,100
3,5980,90
4,2414,90
4,5073,50
4,9982,80
4,1916,70
4,1547,90
4,8103,20
4,7623,70
4,838,60
5,9101,0
5,4499,30
5,6984,0
5,6539,50
6,4653,90
6,1789,30
14,1383,0
14,4653,0
14,5237,90
14,810,0
14,2901,70
14,5540,0
15,9101,90
15,684,0
15,3610,70
15,6608,0
18,7179,0
19,2255,90
20,9101,90
24,9101,70
24,6337,90
25,9101,90
27,6179,100
27,1127,0
27,6995,30
27,2184,50
29,853,30
29,5832,30
31,9067,70
32,3669,0
32,2128,70
32,1103,90
33,1127,80
33,2164,70
33,5237,70
34,3591,0
34,1315,100
34,8585,0
34,9598,100
34,8857,100
34,8214,0
34,5231,0
34,9625,0
34,5328,0
34,1785,0
34,2406,0
34,2674,0
34,7254,0
35,4070,50
35,1785,70
35,2452,90
37,9101,90
37,5408,0
37,2984,0
37,616,100
37,8577,0
37,3359,100
37,160,100
37,4283,56
37,2214,92
37,4132,100
37,6925,0
37,7845,0
37,5771,88
37,9339,0
37,3817,0
37,9528,0
37,9240,0
37,2490,0
37,6059,0
37,923,0
37,323,87
37,4196,0
37,4957,100
37,5570,0
37,9971,92
37,2582,100
37,6473,100
37,4825,100
37,1192,91
37,3600,0
37,2502,99
37,7945,99
37,4958,0
37,5893,78
37,2602,96
37,4743,0
37,1596,0
37,2658,100
37,9782,0
37,2631,86
37,4424,93
37,4741,81
37,9558,81
37,1785,0
37,8462,83
37,9267,13
37,9277,85
37,3038,100
37,9598,100
37,1045,99
37,5319,97
37,375,100
37,7733,84
37,8857,88
37,7531,77
37,7490,30
37,1450,50
37,6348,30
37,8420,70
37,1551,70
37,5607,50
37,895,50
37,5328,50
37,4643,70
37,5844,70
37,9686,50
37,5628,0
37,6539,50
37,2499,70
37,648,50
37,7830,50
37,7744,50
37,347,50
37,757,70
37,1996,70
37,5024,70
37,4577,50
37,7771,90
39,6264,0
39,5607,50
39,3669,30
40,4283,0
40,160,100
40,6984,0
40,9018,0
40,2309,90
45,4483,70
45,7465,50
45,6903,90
45,9459,90
45,8342,50
45,1483,0
45,4653,90
45,3669,0
45,5923,90
45,6539,50
45,2495,90
45,9649,50
45,8606,90
45,2384,90
45,7409,90
45,3742,90
45,7623,0
49,9459,90
49,9190,90
49,2184,90
49,968,90
49,6897,90
49,2309,70
49,4643,100
49,2667,90
49,9349,90
49,3193,90
49,3920,30
49,538,30
49,7648,90
49,9491,70
49,2724,30
49,8132,70
49,8851,50
53,3171,0
53,3664,0
53,7919,0
53,6268,50
53,4557,0
53,9409,50
53,2407,90
53,2878,0
53,5091,90
53,1574,50
53,9705,90
53,1307,30
53,2596,70
53,7749,50
53,2801,0
53,3871,70
53,9018,50
53,4707,0
53,364,90
53,7296,0
56,9101,0
56,3541,0
61,9101,90
62,9324,0
63,5575,0
63,5714,90
63,1733,90
63,7423,30
63,4283,30
67,5819,90
68,2895,90
68,2969,70
68,7757,0
68,4643,50
68,6984,50
68,347,50
68,6539,30
68,3359,90
68,7348,30
68,4820,50
68,2502,70
68,1738,30
68,7232,70
68,8627,0
68,4584,30
68,7693,30
68,9636,0
68,8155,0
68,1450,50
68,8438,70
68,9639,50
68,6473,50
68,7863,90
68,9,90
68,8420,0
68,3814,0
68,4132,30
68,9435,50
68,2602,70
68,5637,30
68,2954,0
68,1504,70
68,3973,70
68,7989,30
68,9334,0
68,8565,0
68,4141,0
68,757,90
68,8918,50
68,5698,30
68,7421,30
68,8861,0
68,584,90
68,622,30
68,934,30
68,5818,50
68,8938,70
68,4624,50
68,4341,30
68,4071,0
68,7003,70
68,6097,70
68,8588,0
69,4068,70
70,9803,70
70,567,70
70,2166,0
70,3514,50
70,599,70
73,3014,50
73,6264,0
73,4283,0
73,1315,50
73,4653,19
73,9494,0
73,5597,0
73,6777,0
73,2978,0
73,8606,19
73,5818,0
73,9806,0
73,6211,0
73,7733,0
73,95,0
73,7863,0
73,160,45
74,9101,90
75,5980,90
78,8524,0
79,3541,0
79,8819,70
79,7876,70
79,4279,0
79,737,0
79,5997,0
79,449,30
80,9067,90
82,4119,90
82,2609,0
82,9614,70
82,6152,50
82,2014,90
83,3036,90
84,8090,90
84,2523,90
86,7364,70
86,2688,0
86,3662,50
86,1383,50
86,1834,70
86,492,50
86,369,70
87,50,50
87,2610,0
88,1996,90
92,6264,90
92,1315,90
93,1996,90
94,7869,100
96,1103,100
103,4283,70
103,8420,100
103,7945,50
103,8103,90
103,3169,90
103,2462,70
103,5118,90
106,9101,90
107,8677,50
107,3767,50
107,1966,50
107,333,30
107,9398,70
107,2713,30
107,1383,0
107,9241,0
107,5576,50
107,7876,90
107,6897,30
111,3259,0
113,9101,100
114,8541,50
117,9101,50
117,853,50
117,6676,50
117,684,70
117,9442,90
118,7409,70
118,2037,30
118,3669,0
118,4240,0
118,6466,0
118,1598,70
118,1383,30
118,1852,0
118,7648,0
118,3541,50
125,2273,90
126,5408,0
126,8163,70
126,8936,0
128,2397,90
128,51,70
128,1943,70
128,5006,50
128,5206,70
128,1188,50
128,1966,70
128,3767,50
128,2674,70
128,3036,50
131,6650,70
135,684,70
139,2273,0
143,1996,90
143,5765,30
143,4996,0
143,7409,50
143,5608,70
143,853,50
143,9960,70
143,492,90
143,142,30
143,7453,30
144,4139,0
144,4346,0
144,1383,0
144,3669,0
145,1528,90
147,1979,90
147,6676,90
147,567,90
148,6264,100
148,9101,100
150,3747,100
150,5183,90
151,1080,100
151,8163,100
151,1369,0
151,1127,90
151,5350,100
151,4837,0
151,3322,0
151,5639,0
151,7170,0
151,7576,0
151,218,0
151,8298,0
151,7764,0
151,5556,90
151,5980,0
151,7699,0
151,2870,0
151,7187,0
151,9696,0
151,6502,0
151,511,80
151,9986,100
151,5042,0
151,4283,50
151,9519,0
151,3351,0
151,2816,0
151,9398,0
151,3696,0
151,659,0
151,1103,100
151,6007,0
151,5073,100
151,8581,100
151,9648,0
151,2397,50
151,4299,0
151,8103,0
151,9079,0
151,3467,70
151,8805,50
151,4860,70
151,4585,0
151,649,70
151,2883,30
151,853,50
151,2674,70
151,6179,50
151,4557,0
151,333,0
151,5841,0
151,4176,0
151,8021,0
151,3669,0
151,6993,0
151,2874,0
151,4443,0
151,7409,0
151,5832,0
151,4545,0
151,2471,70
151,5575,0
151,8913,50
153,51,83
153,258,100
153,9101,90
154,9101,90
156,3664,50
157,7433,90
157,2184,90
162,8498,90
162,3742,90
162,7095,90
162,9404,0
162,9773,50
162,516,0
163,1541,0
163,4653,90
